"campaign_type","class_of_mail","days_to_response","n","mean_daily_resp_rate","mean_pct_resp","n_daily_resp","mean_cum_rr"
"latest inquiry","1st",84,239,0.000139305692069003,0.00551597064435146,193.345803025808,0.991649656585774
"latest inquiry","1st",85,239,2.90608827812307e-05,0.000951902334728034,33.366080636887,0.992601558920502
"latest inquiry","1st",86,239,1.68549501450156e-05,0.000559162351464435,19.5997587435314,0.993160721271967
"latest inquiry","1st",87,239,8.59303462863194e-05,0.00267507550627615,93.7667466459916,0.995835796778243
"latest inquiry","1st",88,239,2.23882020845244e-05,0.000766647669456067,26.8725341097741,0.996602444447699
"latest inquiry","1st",89,239,5.35078782104756e-05,0.0017999670376569,63.0924446039498,0.998402411485356
"latest inquiry","1st",90,239,4.29083677407265e-05,0.00159758854393305,55.9986736419414,1.00000000002929
"ad hoc","1st",0,24,4.82167334370587e-05,0.004105898625,5.879646831,0.004105898625
"ad hoc","1st",1,24,5.79343463107964e-05,0.00377853408333333,5.41086080733333,0.00788443270833333
"ad hoc","1st",2,24,2.55337405679905e-05,0.00624458425,8.942244646,0.0141290169583333
"ad hoc","1st",3,24,6.46759519037476e-05,0.0193777491666667,27.7489368066667,0.033506766125
"ad hoc","1st",4,24,0.000382544184095611,0.127858967416667,183.094041340667,0.161365733541667
"ad hoc","1st",5,24,0.000280226277890498,0.0988450844583333,141.546160944333,0.260210818
"ad hoc","1st",6,24,0.000322312435014066,0.0575370615,82.393072068,0.3177478795
"ad hoc","1st",7,24,0.000223820295836398,0.0431301364583333,61.7623554083333,0.360878015958333
"ad hoc","1st",8,24,0.000138650322989407,0.0350369715833333,50.1729433073333,0.395914987541667
"ad hoc","1st",9,24,6.55696008350219e-05,0.0284717341666667,40.7715233266667,0.424386721708333
"ad hoc","1st",10,24,5.20898445639038e-06,0.00084005375,1.20295697,0.425226775458333
"ad hoc","1st",11,24,0.000177763285858477,0.02067429525,29.605590798,0.445901070708333
"ad hoc","1st",12,24,0.000118054275037355,0.00861262908333333,12.3332848473333,0.454513699791667
"ad hoc","1st",13,24,0.000191470548539959,0.0266512825833333,38.1646366593333,0.481164982375
"ad hoc","1st",14,24,9.34958183635309e-05,0.0209791334166667,30.0421190526667,0.502144115791667
"ad hoc","1st",15,24,6.10650933336627e-05,0.0157263570416667,22.5201432836667,0.517870472833333
"ad hoc","1st",16,24,1.56264975659386e-06,0.00039949225,0.572072902,0.518269965083333
"ad hoc","1st",17,24,1.4099314213603e-05,0.00587161791666667,8.40815685666667,0.524141583
"ad hoc","1st",18,24,8.1302449286437e-05,0.00592365620833333,8.48267569033333,0.530065239208333
"ad hoc","1st",19,24,9.46306109904007e-05,0.00310501875,4.44638685,0.533170257958333
"ad hoc","1st",20,24,5.31733702983619e-05,0.0069591245,9.965466284,0.540129382458333
"ad hoc","1st",21,24,4.30374385336054e-05,0.00688020066666667,9.85244735466667,0.547009583125
"ad hoc","1st",22,24,7.13627225132383e-05,0.00797798379166667,11.4244727896667,0.554987566916667
"ad hoc","1st",23,24,1.51427790097695e-05,0.00642067758333333,9.19441029933333,0.5614082445
"ad hoc","1st",24,24,4.27726897823198e-06,0.00152649770833333,2.18594471833333,0.562934742208333
"ad hoc","1st",25,24,0.000113540699942172,0.020773249875,29.747293821,0.583707992083333
"ad hoc","1st",26,24,0.000126833340106727,0.0102554985416667,14.6858739116667,0.593963490625
"ad hoc","1st",27,24,4.88209023463318e-05,0.018051214375,25.849338985,0.612014705
"ad hoc","1st",28,24,8.80704536234491e-05,0.006907815,9.89199108,0.61892252
"ad hoc","1st",29,24,4.12022497322271e-05,0.00736165875,10.54189533,0.62628417875
"ad hoc","1st",30,24,1.12827079859576e-05,0.0054899535,7.861613412,0.63177413225
"ad hoc","1st",31,24,1.20143337843348e-05,0.00533087995833333,7.63382010033333,0.637105012208333
"ad hoc","1st",32,24,7.88466559244064e-05,0.010801652125,15.467965843,0.647906664333333
"ad hoc","1st",33,24,6.32527963167506e-05,0.00482361666666667,6.90741906666667,0.652730281
"ad hoc","1st",34,24,4.16207929434262e-05,0.00994010033333333,14.2342236773333,0.662670381333333
"ad hoc","1st",35,24,8.63181885868206e-05,0.0144676677916667,20.7177002776667,0.677138049125
"ad hoc","1st",36,24,7.03106102874125e-05,0.0226494265,32.433978748,0.699787475625
"ad hoc","1st",37,24,7.41630317914562e-06,0.00308983395833333,4.42464222833333,0.702877309583333
"ad hoc","1st",38,24,1.45988222663465e-05,0.00506904979166667,7.25887930166667,0.707946359375
"ad hoc","1st",39,24,3.77891517968236e-05,0.0102003234583333,14.6068631923333,0.718146682833333
"ad hoc","1st",40,24,1.91704750352675e-05,0.00565957533333333,8.10451187733333,0.723806258166667
"ad hoc","1st",41,24,0.00017553960826179,0.014688558625,21.034015951,0.738494816791667
"ad hoc","1st",42,24,2.3937439581401e-05,0.00783659791666667,11.2220082166667,0.746331414708333
"ad hoc","1st",43,24,5.70725332325942e-05,0.00742968225,10.639304982,0.753761096958333
"ad hoc","1st",44,24,3.02525389400844e-06,0.001040517875,1.490021597,0.754801614833333
"ad hoc","1st",45,24,1.27472535102001e-05,0.0056271715,8.058109588,0.760428786333333
"ad hoc","1st",46,24,0.000141017811947465,0.00669429154166667,9.58622548766667,0.767123077875
"ad hoc","1st",47,24,7.55508040464586e-05,0.0064074645,9.175489164,0.773530542375
"ad hoc","1st",48,24,5.62365551914923e-05,0.0151304854166667,21.6668551166667,0.788661027791667
"ad hoc","1st",49,24,2.0472245076037e-05,0.00547452575,7.839520874,0.794135553541667
"ad hoc","1st",50,24,3.33684723236364e-05,0.00416796995833333,5.96853298033333,0.7983035235
"ad hoc","1st",51,24,6.37450628786754e-06,0.00292182320833333,4.18405083433333,0.801225346708333
"ad hoc","1st",52,24,0,0,0,0.801225346708333
"ad hoc","1st",53,24,2.32218683651805e-05,0.00055135475,0.789540002,0.801776701458333
"ad hoc","1st",54,24,5.80535367592944e-05,0.0156051313333333,22.3465480693333,0.817381832791667
"ad hoc","1st",55,24,5.76838803787152e-05,0.00590376408333333,8.45419016733333,0.823285596875
"ad hoc","1st",56,24,2.33941498600382e-05,0.00655033520833333,9.38008001833333,0.829835932083333
"ad hoc","1st",57,24,1.0613252873208e-05,0.005801451625,8.307678727,0.835637383708333
"ad hoc","1st",58,24,1.46260413741458e-06,0.000641025625,0.917948695,0.836278409333333
"ad hoc","1st",59,24,4.58799481124881e-06,0.001145057875,1.639722877,0.837423467208333
"ad hoc","1st",60,24,2.94379319175766e-05,0.014461845375,20.709362577,0.851885312583333
"ad hoc","1st",61,24,5.31451610248455e-05,0.008302448125,11.889105715,0.860187760708333
"ad hoc","1st",62,24,4.57149462713406e-05,0.00797022775,11.413366138,0.868157988458333
"ad hoc","1st",63,24,2.0554053998379e-05,0.00190907591666667,2.73379671266667,0.870067064375
"ad hoc","1st",64,24,1.4732243203232e-05,0.00102127458333333,1.46246520333333,0.871088338958333
"ad hoc","1st",65,24,2.50440102869266e-06,0.000809036375,1.158540089,0.871897375333333
"ad hoc","1st",66,24,3.2354720869539e-06,0.00135848695833333,1.94535332433333,0.873255862291667
"ad hoc","1st",67,24,3.09644827912171e-05,0.00228622570833333,3.27387521433333,0.875542088
"ad hoc","1st",68,24,3.40745534848133e-05,0.009942436,14.237568352,0.885484524
"ad hoc","1st",69,24,5.39189892099742e-05,0.00809043304166667,11.5855001156667,0.893574957041667
"ad hoc","1st",70,24,2.65392781316348e-05,0.000630119708333333,0.902331422333333,0.89420507675
"ad hoc","1st",71,24,7.11035399061494e-05,0.00919211016666667,13.1631017586667,0.903397186916667
"ad hoc","1st",72,24,0,0,0,0.903397186916667
"ad hoc","1st",73,24,3.2354720869539e-06,0.00135848695833333,1.94535332433333,0.904755673875
"ad hoc","1st",74,24,9.95222929936306e-06,0.000236294916666667,0.338374320666667,0.904991968791667
"ad hoc","1st",75,24,6.56123001963121e-05,0.00851108433333333,12.1878727653333,0.913503053125
"ad hoc","1st",76,24,4.19221736499736e-05,0.00806579866666667,11.5502236906667,0.921568851791667
"ad hoc","1st",77,24,3.83740904134507e-05,0.00799449779166667,11.4481208376667,0.929563349583333
"ad hoc","1st",78,24,2.63295837391155e-05,0.0111469708333333,15.9624622333333,0.940710320416667
"ad hoc","1st",79,24,3.12529951318772e-06,0.000798984458333333,1.14414574433333,0.941509304875
"ad hoc","1st",80,24,4.58799481124881e-06,0.00121024695833333,1.73307364433333,0.942719551833333
"ad hoc","1st",81,24,2.32218683651805e-05,0.00055135475,0.789540002,0.943270906583333
"ad hoc","1st",82,24,2.98098171164595e-05,0.00308110008333333,4.41213531933333,0.946352006666667
"ad hoc","1st",83,24,2.71228861097266e-05,0.00561869258333333,8.04596777933333,0.95197069925
"ad hoc","1st",84,24,4.68155713216616e-05,0.0315125089166667,45.1259127686667,0.983483208166667
"ad hoc","1st",85,24,1.57739489338636e-05,0.00148423754166667,2.12542815966667,0.984967445708333
"ad hoc","1st",86,24,2.60444664787194e-06,0.000567503,0.812664296,0.985534948708333
"ad hoc","1st",87,24,0,0,0,0.985534948708333
"ad hoc","1st",88,24,2.14461790710903e-05,0.00574223070833333,8.22287437433333,0.991277179416667
"ad hoc","1st",89,24,5.69602375802759e-05,0.00404527895833333,5.79283946833333,0.995322458375
"ad hoc","1st",90,24,6.42731732517011e-05,0.00467754208333333,6.69824026333333,1.00000000045833
"ad hoc","3rd",0,7,8.38447560887464e-06,0.00193081257142857,1.52534193142857,0.00193081257142857
"ad hoc","3rd",1,7,5.04278805666077e-06,0.000632111285714286,0.499367915714286,0.00256292385714286
"ad hoc","3rd",2,7,8.80475456746643e-06,0.00340136057142857,2.68707485142857,0.00596428442857143
"ad hoc","3rd",3,7,1.17256508376589e-05,0.00340263142857143,2.68807882857143,0.00936691585714286
"ad hoc","3rd",4,7,3.34168755221387e-06,0.00129870128571429,1.02597401571429,0.0106656171428571
"ad hoc","3rd",5,7,0,0,0,0.0106656171428571
"ad hoc","3rd",6,7,5.53984700754094e-05,0.0211800217142857,16.7322171542857,0.0318456388571429
"ad hoc","3rd",7,7,9.3215875812759e-05,0.0382189127142857,30.1929410442857,0.0700645515714286
"ad hoc","3rd",8,7,0.000157267844122885,0.0575999991428571,45.5039993228571,0.127664550714286
"ad hoc","3rd",9,7,8.92457909642986e-05,0.0363024912857143,28.6789681157143,0.163967042
"ad hoc","3rd",10,7,5.02804475471981e-05,0.0195117965714286,15.4143192914286,0.183478838571429
"ad hoc","3rd",11,7,5.04261006124738e-05,0.00669662414285714,5.29033307285714,0.190175462714286
"ad hoc","3rd",12,7,0.000105893921309128,0.0142506665714286,11.2580265914286,0.204426129285714
"ad hoc","3rd",13,7,0.00037152138528333,0.103913165714286,82.0914009142857,0.308339295
"ad hoc","3rd",14,7,0.00044421388081902,0.121552155571429,96.0262029014286,0.429891450571429
"ad hoc","3rd",15,7,0.000218060411670513,0.0621695031428571,49.1139074828571,0.492060953714286
"ad hoc","3rd",16,7,2.36849760920343e-05,0.0100142057142857,7.91122251428571,0.502075159428571
"ad hoc","3rd",17,7,0.000127667898604927,0.0261598021428571,20.6662436928571,0.528234961571429
"ad hoc","3rd",18,7,0.00016136530191405,0.0210536857142857,16.6324117142857,0.549288647285714
"ad hoc","3rd",19,7,0.000151278301837421,0.0200898724285714,15.8709992185714,0.569378519714286
"ad hoc","3rd",20,7,0.000135633640710439,0.0263915778571429,20.8493465071429,0.595770097571429
"ad hoc","3rd",21,7,0.000109176719026193,0.0179037527142857,14.1439646442857,0.613673850285714
"ad hoc","3rd",22,7,7.03749874229107e-05,0.0180981851428571,14.2975662628571,0.631772035428571
"ad hoc","3rd",23,7,2.59935505866793e-05,0.00885764357142857,6.99753842142857,0.640629679
"ad hoc","3rd",24,7,4.53818885925059e-05,0.00636492214285714,5.02828849285714,0.646994601142857
"ad hoc","3rd",25,7,5.0425744621647e-05,0.00677172642857143,5.34966387857143,0.653766327571429
"ad hoc","3rd",26,7,3.5298448424145e-05,0.00465008571428571,3.67356771428571,0.658416413285714
"ad hoc","3rd",27,7,6.29781189631438e-05,0.0209397114285714,16.5423720285714,0.679356124714286
"ad hoc","3rd",28,7,3.23168041983684e-05,0.00742771914285714,5.86789812285714,0.686783843857143
"ad hoc","3rd",29,7,1.82720997927001e-05,0.00471277171428571,3.72308965428571,0.691496615571429
"ad hoc","3rd",30,7,8.38439744257321e-06,0.00197982014285714,1.56405791285714,0.693476435714286
"ad hoc","3rd",31,7,3.90097900619041e-05,0.0107422197142857,8.48635357428572,0.704218655428571
"ad hoc","3rd",32,7,2.01707962358163e-05,0.00260354728571429,2.05680235571429,0.706822202714286
"ad hoc","3rd",33,7,1.51276521883288e-05,0.00204653842857143,1.61676535857143,0.708868741142857
"ad hoc","3rd",34,7,8.43582318913412e-05,0.0237422412857143,18.7563706157143,0.732610982428571
"ad hoc","3rd",35,7,3.01957807261565e-05,0.00654865871428571,5.17344038428571,0.739159641142857
"ad hoc","3rd",36,7,2.05308395622535e-05,0.006679882,5.27710678,0.745839523142857
"ad hoc","3rd",37,7,8.18660184568002e-06,0.00339954157142857,2.68563784142857,0.749239064714286
"ad hoc","3rd",38,7,2.68529470351609e-05,0.00552427214285714,4.36417499285714,0.754763336857143
"ad hoc","3rd",39,7,1.34272636655354e-05,0.00256292385714286,2.02470984714286,0.757326260714286
"ad hoc","3rd",40,7,1.51280081791555e-05,0.00197143614285714,1.55743455285714,0.759297696857143
"ad hoc","3rd",41,7,2.31163802708141e-05,0.00691480914285714,5.46269922285714,0.766212506
"ad hoc","3rd",42,7,4.04529808292258e-05,0.0141730582857143,11.1967160457143,0.780385564285714
"ad hoc","3rd",43,7,2.53859984301798e-05,0.00939662342857143,7.42333250857143,0.789782187714286
"ad hoc","3rd",44,7,2.76343372926702e-05,0.0108458478571429,8.56821980714286,0.800628035571429
"ad hoc","3rd",45,7,3.34160938591244e-06,0.00134770885714286,1.06468999714286,0.801975744428571
"ad hoc","3rd",46,7,1.00852201224948e-05,0.00133932485714286,1.05806663714286,0.803315069285714
"ad hoc","3rd",47,7,1.89002974307228e-05,0.00530757885714286,4.19298729714286,0.808622648142857
"ad hoc","3rd",48,7,0,0,0,0.808622648142857
"ad hoc","3rd",49,7,2.91377203665253e-05,0.0115499715714286,9.12447754142857,0.820172619714286
"ad hoc","3rd",50,7,1.00855761133215e-05,0.00126422257142857,0.998735831428571,0.821436842285714
"ad hoc","3rd",51,7,1.54881296718942e-05,0.00599876314285714,4.73902288285714,0.827435605428571
"ad hoc","3rd",52,7,5.04243206583399e-06,0.000707213571428571,0.558698721428571,0.828142819
"ad hoc","3rd",53,7,1.00852201224948e-05,0.00133932485714286,1.05806663714286,0.829482143857143
"ad hoc","3rd",54,7,1.00852201224948e-05,0.00133932485714286,1.05806663714286,0.830821468714286
"ad hoc","3rd",55,7,2.68890255132081e-05,0.0101758495714286,8.03892116142857,0.840997318285714
"ad hoc","3rd",56,7,3.10367728004683e-05,0.009365645,7.39885955,0.850362963285714
"ad hoc","3rd",57,7,3.60898835978906e-05,0.0105646495714286,8.34607316142857,0.860927612857143
"ad hoc","3rd",58,7,1.33665938762526e-05,0.00529282042857143,4.18132813857143,0.866220433285714
"ad hoc","3rd",59,7,8.38411961804786e-06,0.00200591485714286,1.58467273714286,0.868226348142857
"ad hoc","3rd",60,7,1.51283641699823e-05,0.00189633371428571,1.49810363428571,0.870122681857143
"ad hoc","3rd",61,7,0,0,0,0.870122681857143
"ad hoc","3rd",62,7,1.00852201224948e-05,0.00133932485714286,1.05806663714286,0.871462006714286
"ad hoc","3rd",63,7,1.21566866941404e-05,0.00531596285714286,4.19961065714286,0.876777969571429
"ad hoc","3rd",64,7,1.54983742463543e-05,0.00661466414285714,5.22558467285714,0.883392633714286
"ad hoc","3rd",65,7,3.34160938591244e-06,0.00134770885714286,1.06468999714286,0.884740342571429
"ad hoc","3rd",66,7,1.32289557452126e-05,0.00415576271428571,3.28305254428571,0.888896105285714
"ad hoc","3rd",67,7,4.0340880489979e-05,0.00535729928571429,4.23226643571429,0.894253404571429
"ad hoc","3rd",68,7,2.52128723108235e-05,0.00338586328571429,2.67483199571429,0.897639267857143
"ad hoc","3rd",69,7,2.84944023971842e-05,0.00724134357142857,5.72066142142857,0.904880611428571
"ad hoc","3rd",70,7,5.04278805666077e-06,0.000632111285714286,0.499367915714286,0.905512722714286
"ad hoc","3rd",71,7,2.3452326322177e-05,0.00645902771428571,5.10263189428571,0.911971750428571
"ad hoc","3rd",72,7,1.54983742463543e-05,0.00661466414285714,5.22558467285714,0.918586414571429
"ad hoc","3rd",73,7,1.54982960800529e-05,0.00666367185714286,5.26430076714286,0.925250086428571
"ad hoc","3rd",74,7,2.01707962358163e-05,0.00260354728571429,2.05680235571429,0.927853633714286
"ad hoc","3rd",75,7,0,0,0,0.927853633714286
"ad hoc","3rd",76,7,3.4902344906929e-05,0.00766264628571429,6.05349056571429,0.93551628
"ad hoc","3rd",77,7,8.18652367937859e-06,0.00344854914285714,2.72435382285714,0.938964829142857
"ad hoc","3rd",78,7,8.18652367937859e-06,0.00344854914285714,2.72435382285714,0.942413378285714
"ad hoc","3rd",79,7,1.21567648604419e-05,0.00526695528571429,4.16089467571429,0.947680333571429
"ad hoc","3rd",80,7,8.38404145174644e-06,0.00205492242857143,1.62338871857143,0.949735256
"ad hoc","3rd",81,7,1.51283641699823e-05,0.00189633371428571,1.49810363428571,0.951631589714286
"ad hoc","3rd",82,7,1.0084864131668e-05,0.00141442714285714,1.11739744285714,0.953046016857143
"ad hoc","3rd",83,7,3.52377786348623e-05,0.00737998242857143,5.83018611857143,0.960425999285714
"ad hoc","3rd",84,7,2.33149660156623e-05,0.00529587528571429,4.18374147571429,0.965721874571429
"ad hoc","3rd",85,7,3.0616415675575e-05,0.00794410442857143,6.27584249857143,0.973665979
"ad hoc","3rd",86,7,1.21567648604419e-05,0.00526695528571429,4.16089467571429,0.978932934285714
"ad hoc","3rd",87,7,3.58809751122809e-05,0.0116166898571429,9.17718498714286,0.990549624142857
"ad hoc","3rd",88,7,1.00855761133215e-05,0.00126422257142857,0.998735831428571,0.991813846714286
"ad hoc","3rd",89,7,2.01700842541627e-05,0.002753752,2.17546408,0.994567598714286
"ad hoc","3rd",90,7,4.03405244991523e-05,0.00543240157142857,4.29159724142857,1.00000000028571
"latest inquiry","3rd",0,32,0.00042416188843193,0.02106176184375,59.8364653980937,0.02106176184375
"latest inquiry","3rd",1,32,0.000422879416762419,0.016998149625,48.291743084625,0.03805991146875
"latest inquiry","3rd",2,32,0.000314867093578056,0.01245538203125,35.3857403507812,0.0505152935
"latest inquiry","3rd",3,32,0.00027737055019426,0.01153726709375,32.7773758133437,0.06205256059375
"latest inquiry","3rd",4,32,0.000202024307309482,0.01937532146875,55.0452882927188,0.0814278820625
"latest inquiry","3rd",5,32,0.000118786730084992,0.00630128946875,17.9019633807188,0.08772917153125
"latest inquiry","3rd",6,32,0.000525097984670893,0.02035424640625,57.8264140401562,0.1080834179375
"latest inquiry","3rd",7,32,0.000491863790389654,0.0307467851875,87.3516167176875,0.138830203125
"latest inquiry","3rd",8,32,0.000124109959152695,0.00633813978125,18.0066551185312,0.14516834290625
"latest inquiry","3rd",9,32,0.000464483312116332,0.02686687325,76.32878690325,0.17203521615625
"latest inquiry","3rd",10,32,0.000548483318752977,0.02867661378125,81.4702597525312,0.2007118299375
"latest inquiry","3rd",11,32,0.000369009118100073,0.0291931291875,82.9376800216875,0.229904959125
"latest inquiry","3rd",12,32,0.000367777756587842,0.01764224284375,50.1216119190937,0.24754720196875
"latest inquiry","3rd",13,32,0.000788703167873235,0.0350206614375,99.4936991439375,0.28256786340625
"latest inquiry","3rd",14,32,0.000836032400501965,0.036732094875,104.355881539875,0.31929995828125
"latest inquiry","3rd",15,32,0.000933588625424616,0.03457306740625,98.2220845011562,0.3538730256875
"latest inquiry","3rd",16,32,0.000365099300821363,0.016410552625,46.622380007625,0.3702835783125
"latest inquiry","3rd",17,32,0.00117127430070058,0.056655266125,160.957611061125,0.4269388444375
"latest inquiry","3rd",18,32,0.000821479899900194,0.0431459481875,122.577638800687,0.470084792625
"latest inquiry","3rd",19,32,0.000903665445911785,0.0454236956875,129.048719448188,0.5155084883125
"latest inquiry","3rd",20,32,0.00085712163813242,0.03540799959375,100.594126845844,0.55091648790625
"latest inquiry","3rd",21,32,0.000336024469149643,0.015129180625,42.982002155625,0.56604566853125
"latest inquiry","3rd",22,32,0.000198211709167911,0.00882699184375,25.0774838280938,0.574872660375
"latest inquiry","3rd",23,32,0.000110167053455694,0.00500950396875,14.2320007752187,0.57988216434375
"latest inquiry","3rd",24,32,0.00088329709077464,0.03329663909375,94.5957516653437,0.6131788034375
"latest inquiry","3rd",25,32,0.000322970948001185,0.01395661953125,39.6507560882812,0.62713542296875
"latest inquiry","3rd",26,32,8.9930787850588e-05,0.003754242625,10.665803297625,0.63088966559375
"latest inquiry","3rd",27,32,0.000448366826643399,0.0282592059375,80.2844040684375,0.65914887153125
"latest inquiry","3rd",28,32,0.000467692551420733,0.0182807331875,51.9355629856875,0.67742960471875
"latest inquiry","3rd",29,32,0.000330146281983821,0.0143097670625,40.6540482245625,0.69173937178125
"latest inquiry","3rd",30,32,0.000118201771544687,0.0049756430625,14.1358019405625,0.69671501484375
"latest inquiry","3rd",31,32,0.00062581288810332,0.0236199146875,67.1041776271875,0.72033492953125
"latest inquiry","3rd",32,32,0.000611411941999961,0.0219657725,62.4047596725,0.74230070203125
"latest inquiry","3rd",33,32,0.000149972716621546,0.008436014625,23.966717549625,0.75073671665625
"latest inquiry","3rd",34,32,0.000488674461515231,0.0235929014375,67.0274329839375,0.77432961809375
"latest inquiry","3rd",35,32,0.000481751089448049,0.0379637336875,107.854967406187,0.81229335178125
"latest inquiry","3rd",36,32,0.000236293503294467,0.01079047790625,30.6557477316563,0.8230838296875
"latest inquiry","3rd",37,32,7.99912931271475e-05,0.003889257375,11.049380202375,0.8269730870625
"latest inquiry","3rd",38,32,8.88669131206116e-05,0.00402473825,11.43428136825,0.8309978253125
"latest inquiry","3rd",39,32,3.35191751768825e-05,0.00191559196875,5.44219678321875,0.83291341728125
"latest inquiry","3rd",40,32,0.000306329272134101,0.0095103769375,27.0189808794375,0.84242379421875
"latest inquiry","3rd",41,32,0.000211396381575621,0.00835169559375,23.7271671818438,0.8507754898125
"latest inquiry","3rd",42,32,0.000201391207195332,0.00825990521875,23.4663907264688,0.85903539503125
"latest inquiry","3rd",43,32,3.66789598391727e-05,0.001986434,5.643458994,0.86102182903125
"latest inquiry","3rd",44,32,3.95489744194869e-05,0.00196522690625,5.58320964065625,0.8629870559375
"latest inquiry","3rd",45,32,0.000156466248235777,0.0066970355,19.0262778555,0.8696840914375
"latest inquiry","3rd",46,32,0.000160328265932591,0.00382442084375,10.8651796170937,0.87350851228125
"latest inquiry","3rd",47,32,0.00018113887298021,0.005009036375,14.230672341375,0.87851754865625
"latest inquiry","3rd",48,32,0.000182323171889098,0.0063847228125,18.1389975103125,0.88490227146875
"latest inquiry","3rd",49,32,0.000197233807687789,0.0080704110625,22.9280378285625,0.89297268253125
"latest inquiry","3rd",50,32,2.51857384623128e-05,0.00149069328125,4.23505961203125,0.8944633758125
"latest inquiry","3rd",51,32,4.07424404642473e-05,0.00228065753125,6.47934804628125,0.89674403334375
"latest inquiry","3rd",52,32,7.93895882669e-05,0.00382703,10.87259223,0.90057106334375
"latest inquiry","3rd",53,32,0.000177741519922348,0.0047513710625,13.4986451885625,0.90532243440625
"latest inquiry","3rd",54,32,2.16029630668219e-05,0.001126751375,3.201100656375,0.90644918578125
"latest inquiry","3rd",55,32,6.11712823894237e-05,0.00314919646875,8.94686716771875,0.90959838225
"latest inquiry","3rd",56,32,5.31375067009317e-05,0.002666480625,7.575471455625,0.912264862875
"latest inquiry","3rd",57,32,3.41205812895812e-05,0.00179784690625,5.10768306065625,0.91406270978125
"latest inquiry","3rd",58,32,0.000118575318963926,0.0045110525,12.8159001525,0.91857376228125
"latest inquiry","3rd",59,32,7.74398155610934e-05,0.003702998375,10.520218383375,0.92227676065625
"latest inquiry","3rd",60,32,3.70624460365379e-05,0.0018463543125,5.2454926018125,0.92412311496875
"latest inquiry","3rd",61,32,0.000161012141172949,0.00407000690625,11.5628896206563,0.928193121875
"latest inquiry","3rd",62,32,0.000160910841544703,0.008350884625,23.724863219625,0.9365440065
"latest inquiry","3rd",63,32,0.000111811756232985,0.0043502104375,12.3589478529375,0.9408942169375
"latest inquiry","3rd",64,32,1.84595871516905e-05,0.00090831415625,2.58052051790625,0.94180253109375
"latest inquiry","3rd",65,32,2.79571343291158e-05,0.00139206553125,3.95485817428125,0.943194596625
"latest inquiry","3rd",66,32,6.41158929631343e-05,0.00312898784375,8.88945446409375,0.94632358446875
"latest inquiry","3rd",67,32,1.80716016034174e-05,0.0008355135625,2.3736940310625,0.94715909803125
"latest inquiry","3rd",68,32,1.41645292153303e-05,0.0008716313125,2.4763045588125,0.94803072934375
"latest inquiry","3rd",69,32,3.62371246562058e-05,0.001545704875,4.391347549875,0.94957643421875
"latest inquiry","3rd",70,32,0.000309517942681496,0.0096919766875,27.5349057691875,0.95926841090625
"latest inquiry","3rd",71,32,3.27106383382669e-05,0.0015942435,4.5292457835,0.96086265440625
"latest inquiry","3rd",72,32,2.47836595362826e-05,0.00113116940625,3.21365228315625,0.9619938238125
"latest inquiry","3rd",73,32,4.33606122489023e-05,0.002147558875,6.101214763875,0.9641413826875
"latest inquiry","3rd",74,32,1.97160672803482e-05,0.0009599221875,2.7271389346875,0.965101304875
"latest inquiry","3rd",75,32,3.01634260746439e-05,0.001576330125,4.478353885125,0.966677635
"latest inquiry","3rd",76,32,4.39213105077686e-05,0.00225949775,6.41923310775,0.96893713275
"latest inquiry","3rd",77,32,1.48836084843318e-05,0.00072706534375,2.06559264159375,0.96966419809375
"latest inquiry","3rd",78,32,0.000255864007359728,0.01142837603125,32.4680163047813,0.981092574125
"latest inquiry","3rd",79,32,3.02186647992406e-05,0.00134833375,3.83061618375,0.982440907875
"latest inquiry","3rd",80,32,0.000168346750460129,0.00406522140625,11.5492940151563,0.98650612928125
"latest inquiry","3rd",81,32,1.46265867182813e-05,0.00071997375,2.04544542375,0.98722610303125
"latest inquiry","3rd",82,32,1.70838963944132e-05,0.00075434128125,2.14308358003125,0.9879804443125
"latest inquiry","3rd",83,32,4.28247959395536e-05,0.00211104871875,5.99748940996875,0.99009149303125
"latest inquiry","3rd",84,32,0.000181122215773143,0.00465988859375,13.2387434948438,0.994751381625
"latest inquiry","3rd",85,32,2.90217863904152e-05,0.00134965409375,3.83436728034375,0.99610103571875
"latest inquiry","3rd",86,32,2.60551916521512e-05,0.00128415965625,3.64829758340625,0.997385195375
"latest inquiry","3rd",87,32,2.17513933077368e-05,0.00115013965625,3.26754676340625,0.99853533503125
"latest inquiry","3rd",88,32,1.21151993875112e-05,0.00055411509375,1.57424098134375,0.999089450125
"latest inquiry","3rd",89,32,0,0,0,0.999089450125
"latest inquiry","3rd",90,32,1.87501483298532e-05,0.0009105499375,2.5868723724375,1.0000000000625
